Image,Name,DAB-Thesholder: FOS area µm^2,ROI: 1.00 µm per pixel: OD Sum: Mean,ROI: 1.00 µm per pixel: OD Sum: Std.dev.,ROI: 1.00 µm per pixel: OD Sum: Min,ROI: 1.00 µm per pixel: OD Sum: Max,MIDLOW-SENS-FOS-thersholder: FOS area µm^2,DAB_FOS_LOWSENS: FOS area µm^2,Num Detections,Num FOS,Area µm^2
H274-13.vsi - 20xPOA,cp,6.1026,0.2711,0.0117,0.2365,0.508,,47.4129,0,0,103373.9
H274-13.vsi - 20xPOA,cp,2.3472,0.2718,0.011,0.2365,0.5965,,16.3129,0,0,53573.5
H274-13.vsi - 20xPOA,cp,55.8625,0.2725,0.0778,0.2365,5.7425,,89.0753,1,1,72763.5
H274-13.vsi - 20xPOA,AVPEx05,218.7558,0.271,0.0087,0.2345,0.4612,,218.2872,4,4,406766.3
H274-13.vsi - 20xPOA,AVPEx05,255.841,0.2703,0.0093,0.2304,0.706,,328.487,5,5,335916.3
H275-1.vsi - 20xPOA,AVPE,599.4659,0.2643,0.016,0.2203,1.14,,733.4919,11,11,729218.8
H275-1.vsi - 20xPOA,MnPO,272.2711,0.2681,0.0157,0.2345,0.7922,,258.776,1,1,182536.1
H275-1.vsi - 20xPOA,dMPO,506.0488,0.2743,0.0177,0.2183,0.8064,,1354.9064,2,2,491589.2
H275-1.vsi - 20xPOA,vMPO,659.5533,0.2777,0.0186,0.2324,1.5212,,1591.6189,3,3,491589.2
H275-1.vsi - 20xPOA,BNST,44.5961,0.2573,0.0094,0.2223,0.5995,,57.271,2,2,186990.8
H275-1.vsi - 20xPOA,LSV,111.7251,0.2569,0.0099,0.2203,0.5752,,167.3535,1,1,510651.5
H275-1.vsi - 20xPOA,cp,0,0.251,0.0075,0.2183,0.3253,,0,0,0,164473.6
H275-1.vsi - 20xPOA,cp,10.3275,0.2541,0.0088,0.2223,0.4612,,6.22,0,0,224090.2
H275-1.vsi - 20xPOA,cp,22.5328,0.2487,0.0078,0.2163,0.4042,,1.2909,1,1,253724.9
H275-1.vsi - 20xPOA,AVPE,522.4789,0.2554,0.0133,0.2163,1.5029,,603.2238,8,8,704996.1
H275-1.vsi - 20xPOA,MnPO,8.9192,0.2554,0.0081,0.2163,0.5725,,28.2834,0,0,307478.7
H275-1.vsi - 20xPOA,BNST,8.9192,0.2524,0.008,0.2163,0.5938,,21.0072,0,0,186990.8
H275-1.vsi - 20xPOA,LSV,13.1441,0.2539,0.009,0.2223,0.6571,,32.9778,0,0,527426.8
H278-303.vsi - 20xPOA,AVPE,3975.6279,0.2454,0.0098,0.2063,1.3535,,613.3167,56,56,735125
H278-303.vsi - 20xPOA,MnPO,841.2239,0.2436,0.0084,0.1924,0.6741,,245.5144,14,14,332747.9
H278-303.vsi - 20xPOA,BNST,1405.9518,0.248,0.0118,0.2103,0.69,,270.7466,20,20,194980.3
H278-303.vsi - 20xPOA,LSV,1179.6851,0.2447,0.0072,0.2143,0.5086,,125.5738,15,15,522971.7
H278-303.vsi - 20xPOA,cg,846.3877,0.2475,0.007,0.2123,0.4685,,80.7428,14,14,504864.5
H278-303.vsi - 20xPOA,cg,3569.5684,0.255,0.0115,0.2183,2.2621,,440.7993,54,54,504864.5
H278-303.vsi - 20xPOA,cg,2192.7214,0.2514,0.0089,0.2123,0.539,,573.4147,26,26,504864.5
H278-303.vsi - 20xPOA,LSV,1827.5026,0.2485,0.0097,0.2123,1.6027,,331.6557,32,32,522971.7
H278-303.vsi - 20xPOA,BNST,738.8875,0.2493,0.0115,0.2123,0.7277,,208.5464,15,15,194980.3
H278-303.vsi - 20xPOA,dMPO,433.7561,0.245,0.0067,0.2123,0.481,,101.5153,9,9,508086.2
H278-303.vsi - 20xPOA,vMPO,130.0329,0.2462,0.0063,0.2123,0.3834,,42.2491,4,4,508086.2
H278-303.vsi - 20xPOA,dMPO,332.828,0.2457,0.0064,0.2143,0.3677,,4.6943,6,6,508086.2
H278-303.vsi - 20xPOA,vMPO,5740.6958,0.2611,0.0137,0.2243,0.9952,,683.8492,100,100,508086.2
H278-303.vsi - 20xPOA,dMPO,6792.6953,0.2609,0.0128,0.2183,0.7637,,770.46,115,115,508086.2
H278-303.vsi - 20xPOA,vMPO,152.0963,0.2481,0.0066,0.2123,0.3813,,0,5,5,508086.2
H278-303.vsi - 20xPOA,MnPO,435.1644,0.2452,0.0074,0.2102,0.4064,,0,12,12,300073.9
H278-303.vsi - 20xPOA,AVPE,3825.4094,0.2462,0.0095,0.2103,0.7144,,331.1863,59,59,709497.1
H298-7.vsi - 20xPOA,BNST,4534.2529,0.2954,0.0583,0.2304,3.3886,,8568.4766,34,34,399199.1
H298-7.vsi - 20xPOA,LSV,1250.1,0.2868,0.0227,0.2183,3.3411,,3849.3657,21,21,471006.4
H298-7.vsi - 20xPOA,OVLT,3380.8564,0.3282,0.0966,0.2406,1.7255,,5892.229,23,23,40461.5
H298-7.vsi - 20xPOA,AVPEx05,1093.7788,0.289,0.0276,0.2304,2.7423,,3194.5042,13,13,344497.2
H298-7.vsi - 20xPOA,cp,128983.75,0.5142,0.3581,0.1983,6.9186,,153311.7812,58,58,270982.2
H298-7.vsi - 20xPOA,cp,186064.9219,0.4444,0.2364,0.2223,7.2196,,234751.8125,154,154,449908.3
H298-7.vsi - 20xPOA,BNST,6314.3433,0.3064,0.1017,0.2468,5.9892,,11529.4375,51,51,229075.4
H298-7.vsi - 20xPOA,AVPE,1244.4668,0.2844,0.0204,0.2406,1.3924,,4016.3672,25,25,639744.6
H298-7.vsi - 20xPOA,MnPO,676.4529,0.2891,0.0229,0.2468,1.4512,,2564.7573,10,10,297979.3
H298-7.vsi - 20xPOA,LSV,754.8482,0.2799,0.0168,0.2427,1.2961,,2346.822,15,15,461357.7
H298-7.vsi - 20xPOA,cg,105.153,0.2849,0.012,0.2366,0.7156,,1031.8177,2,2,503679.6
H298-7.vsi - 20xPOA,cg,78.8647,0.287,0.0117,0.2489,0.8095,,574.1188,1,1,503679.6
H298-7.vsi - 20xPOA,cg,80.273,0.2946,0.0138,0.2468,0.6515,,576.3486,3,3,503679.6
H298-7.vsi - 20xPOA,cp,267008.3125,0.6977,0.6739,0.2345,7.2196,,323234.1875,173,173,461647.9
H298-7.vsi - 20xPOA,OVLT,3004.8406,0.3594,0.1258,0.2489,1.5112,,5162.0229,16,16,18722.4
H298-7.vsi - 20xPOA,AVPE,2287.0774,0.2906,0.0252,0.2163,1.7172,,7292.5527,37,37,679270.4
H298-7.vsi - 20xPOA,MnPO,146.9325,0.2871,0.0188,0.2043,1.0177,,1214.8973,4,4,247371.4
H298-7.vsi - 20xPOA,dMPO,2351.3899,0.3185,0.0465,0.2365,3.1602,,15059.7041,24,24,364630.7
H298-7.vsi - 20xPOA,dMPO,925.7219,0.3049,0.0292,0.2365,1.5406,,7619.9839,15,15,364630.7
H298-7.vsi - 20xPOA,dMPO,643.5926,0.2993,0.0227,0.2447,0.9744,,4485.9194,9,9,364630.7
H298-7.vsi - 20xPOA,vMPO,1225.2201,0.316,0.0348,0.2386,1.1348,,17130.6172,17,17,364630.7
H298-7.vsi - 20xPOA,vMPO,245.5134,0.3012,0.0208,0.2406,0.8484,,2573.7939,6,6,364630.7
H298-7.vsi - 20xPOA,vMPO,462.3915,0.3072,0.0287,0.2406,3.0537,,6439.8247,6,6,364630.7
H298-7.vsi - 20xPOA,BNST,341.7472,0.2869,0.0196,0.2304,1.3569,,719.2916,4,4,184819.3
H298-7.vsi - 20xPOA,LSV,3528.7278,0.294,0.0383,0.1768,2.0885,,8158.6602,39,39,616732.1
H300-1.vsi - 20xPOA,OVLT,1293.2878,0.2934,0.062,0.2407,2.0421,,,12,12,37081.6
H300-1.vsi - 20xPOA,AVPE,906.4751,0.275,0.0144,0.2304,1.3711,,,14,14,637842.2
H300-1.vsi - 20xPOA,MnPO,227.2056,0.2808,0.0119,0.2427,1.049,,,4,4,356416.4
H300-1.vsi - 20xPOA,BNST,4613.1177,0.2893,0.1006,0.2427,5.9186,,,31,31,177497.7
H300-1.vsi - 20xPOA,LSV,897.0864,0.2743,0.0175,0.2243,1.2867,,,10,10,519010.4
H300-1.vsi - 20xPOA,dMPO,665.1865,0.275,0.0114,0.2427,0.8193,,,8,8,498744.2
H300-1.vsi - 20xPOA,vMPO,254.4327,0.273,0.0088,0.2365,0.9845,,,7,7,498744.2
H300-1.vsi - 20xPOA,cp,120153.25,0.4772,0.2059,0.2489,7.2196,,,27,27,193192.7
H300-1.vsi - 20xPOA,cp,214097.1094,0.5522,0.304,0.2488,6.6176,,,50,50,341598.6
H300-1.vsi - 20xPOA,cp,255380.9375,0.6862,0.4225,0.2551,7.2196,,,20,20,335560.4
H300-1.vsi - 20xPOA,cg,216.878,0.2729,0.0505,0.2184,6.6176,,,1,1,504214.6
H300-1.vsi - 20xPOA,cg,74.6398,0.2769,0.0086,0.2365,1.8068,,,2,2,504214.6
H300-1.vsi - 20xPOA,cg,8.4498,0.2708,0.0068,0.2345,0.7569,,,0,0,510100.2
H300-1.vsi - 20xPOA,AVPE,2638.2134,0.2768,0.0206,0.2365,1.6564,,,30,30,656673.7
H300-1.vsi - 20xPOA,MnPO,1243.0586,0.2796,0.0216,0.2244,2.8067,,,14,14,457106.4
H300-1.vsi - 20xPOA,BNSTx05,4404.2202,0.2982,0.0864,0.2468,2.8882,,,25,25,102453.7
H300-1.vsi - 20xPOA,dMPO,822.916,0.2848,0.0229,0.2427,2.1632,,,10,10,498744.2
H300-1.vsi - 20xPOA,vMPO,202.795,0.2825,0.0116,0.2406,0.8622,,,8,8,498744.2
H300-1.vsi - 20xPOA,dMPO,103.2753,0.2724,0.0078,0.2365,0.6019,,,4,4,498744.2
H300-1.vsi - 20xPOA,vMPO,53.5154,0.2724,0.0075,0.2406,1.0153,,,2,2,513430.3
H300-1.vsi - 20xPOA,AVPE,917.272,0.2731,0.012,0.2386,2.9705,,,19,19,711551.2
H300-1.vsi - 20xPOA,MnPO,302.7843,0.2747,0.0106,0.2365,0.7179,,,5,5,299333.7
H301-7.vsi - 20xPOA,OVLT,0,0.2697,0.0075,0.2427,0.3253,,0,0,0,19271
H301-7.vsi - 20xPOA,MnPO,7.9804,0.277,0.0091,0.2345,0.4782,,126.1606,0,0,272904.1
H301-7.vsi - 20xPOA,AVPE,36.6158,0.277,0.0094,0.2264,0.6403,,287.8809,0,0,700645.7
H301-7.vsi - 20xPOA,cp,5.1638,0.2709,0.0093,0.2304,0.5437,,29.6918,0,0,230026.7
H301-7.vsi - 20xPOA,cp,21.1245,0.2717,0.0089,0.2365,0.5364,,76.4005,1,1,301533.5
H301-7.vsi - 20xPOA,cp,129.0941,0.2701,0.0108,0.2183,1.1939,,425.4253,3,3,482592.8
H301-7.vsi - 20xPOA,LSV,446.9002,0.2777,0.0112,0.2427,0.6306,,710.1376,9,9,500737
H301-7.vsi - 20xPOA,OVLT,0,0.2702,0.007,0.2427,0.3253,,0,0,0,11789.9
H301-7.vsi - 20xPOA,AVPE,90.6006,0.2764,0.0102,0.2407,1.4497,,304.0764,3,3,696520.8
H301-7.vsi - 20xPOA,MnPO,27.6965,0.2788,0.0101,0.2304,0.5965,,257.1329,0,0,396480.8
H301-7.vsi - 20xPOA,dMPO,50.2293,0.2775,0.0086,0.2243,0.5206,,185.0747,1,1,517260.1
H301-7.vsi - 20xPOA,dMPO,110.7862,0.2828,0.0125,0.2406,0.7632,,818.4597,1,1,517260.1
H301-7.vsi - 20xPOA,dMPO,515.4374,0.2952,0.0202,0.2284,0.7721,,2877.0488,7,7,517260.1
H301-7.vsi - 20xPOA,vMPO,73.701,0.2875,0.0127,0.1904,1.2837,,603.9279,3,3,490801.4
H301-7.vsi - 20xPOA,vMPO,193.4064,0.2992,0.017,0.2489,0.6185,,1129.3429,1,1,490801.4
H301-7.vsi - 20xPOA,vMPO,275.0877,0.2852,0.0132,0.1984,0.6319,,532.4565,4,4,490801.4
H301-7.vsi - 20xPOA,BNST,202.795,0.2756,0.0094,0.2406,0.5342,,309.4749,4,4,198008.2
H301-7.vsi - 20xPOA,OVLT,2.8166,0.2689,0.0089,0.2427,0.4635,,22.2982,0,0,20254.6
H301-7.vsi - 20xPOA,AVPE,222.5112,0.2806,0.0126,0.2365,1.0855,,612.8472,5,5,698846.4
H301-7.vsi - 20xPOA,MnPO,7.9804,0.2817,0.0107,0.2427,0.6293,,119.8232,0,0,321959.5
H301-7.vsi - 20xPOA,BNST,690.5359,0.2812,0.0169,0.2326,0.7484,,1013.8619,8,8,198008.2
H301-7.vsi - 20xPOA,BNST,177.9151,0.279,0.0109,0.2427,1.0261,,314.8734,4,4,198008.2
H301-7.vsi - 20xPOA,LSV,284.007,0.2771,0.0096,0.2304,0.6275,,686.6658,7,7,500737
H301-7.vsi - 20xPOA,LSV,278.3737,0.2753,0.0103,0.2365,1.8097,,,8,8,466503.1
H301-7.vsi - 20xPOA,BNST,758.6037,0.2784,0.0158,0.2304,0.7883,,,22,22,198008.2
H307-101.vsi - 20xPOA,AVPE,806.0164,0.2819,0.0181,0.2365,2.0779,,3033.7227,15,15,715281.9
H307-101.vsi - 20xPOA,OVLT,0,0.2678,0.0072,0.2406,0.3407,,0,0,0,39261.7
H307-101.vsi - 20xPOA,MnPO,182.6094,0.2859,0.0164,0.2406,1.3436,,860.3567,4,4,295834.3
H307-101.vsi - 20xPOA,BNST,176.5068,0.2752,0.0111,0.2406,0.5335,,324.8489,2,2,226010.6
H307-101.vsi - 20xPOA,LSV,1901.673,0.277,0.0214,0.2345,1.9816,,2913.4299,27,27,436817.5
H307-101.vsi - 20xPOA,cg,303.7231,0.2794,0.0128,0.2345,2.2787,,1376.2656,9,9,508264.7
H307-101.vsi - 20xPOA,cg,115.0111,0.279,0.0141,0.2427,2.1507,,754.2645,3,3,508264.7
H307-101.vsi - 20xPOA,cg,66.6595,0.275,0.0099,0.2365,1.3868,,281.7783,2,2,508264.7
H307-101.vsi - 20xPOA,OVLT,389.6294,0.2739,0.0226,0.2324,1.3967,,639.957,5,5,120189.7
H307-101.vsi - 20xPOA,AVPE,985.8093,0.2876,0.0216,0.2345,2.6162,,3602.9124,14,14,706616.1
H307-101.vsi - 20xPOA,MnPO,302.7843,0.2923,0.0219,0.2406,1.826,,2142.3833,5,5,318941.3
H307-101.vsi - 20xPOA,dMPO,880.1868,0.2949,0.0216,0.2406,0.8271,,5038.4443,12,12,504381.4
H307-101.vsi - 20xPOA,vMPO,349.2581,0.2959,0.019,0.2468,0.888,,3795.0286,4,4,504381.4
H307-101.vsi - 20xPOA,BNST,199.9785,0.2779,0.0175,0.2345,1.3399,,550.8818,1,1,226010.6
H307-101.vsi - 20xPOA,LSV,395.2626,0.2755,0.0137,0.2406,1.1642,,872.21,6,6,436817.5
H307-101.vsi - 20xPOA,LSV,300.4371,0.2705,0.0109,0.2223,1.1234,,666.7148,8,8,436817.5
H307-101.vsi - 20xPOA,BNST,74.1704,0.2708,0.0092,0.2345,0.9713,,178.3852,2,2,226010.6
H307-101.vsi - 20xPOA,dMPO,797.5667,0.2793,0.0175,0.2406,1.0709,,1503.1304,7,7,504381.4
H307-101.vsi - 20xPOA,vMPO,262.8825,0.2833,0.0135,0.2386,1.2332,,944.1508,3,3,504381.4
H307-101.vsi - 20xPOA,MnPO,120.6443,0.2775,0.0128,0.2345,0.9067,,443.968,3,3,363487
H307-101.vsi - 20xPOA,AVPE,222.9807,0.2769,0.0129,0.2284,1.4905,,979.4758,7,7,759657.9
H307-101.vsi - 20xPOA,dMPO,397.6097,0.2821,0.0146,0.2427,0.6976,,1539.0421,7,7,504381.4
H307-101.vsi - 20xPOA,vMPO,167.1181,0.2897,0.0162,0.2468,0.7571,,1955.1962,1,1,504381.4
H319-3.vsi - 20xPOA,AVPE,1391.8688,0.2792,0.0126,0.2427,0.995,,1374.5052,30,30,727629.1
H319-3.vsi - 20xPOA,AVPE,1127.578,0.2792,0.013,0.2203,2.0562,,1472.265,21,21,731082.1
H319-3.vsi - 20xPOA,LSVx05,4188.2812,0.2853,0.0607,0.2427,3.4343,,4447.7778,29,29,197379
H319-3.vsi - 20xPOA,BNSTx05,49.2905,0.276,0.0157,0.2427,2.4398,,143.8818,2,2,105315.4
H319-3.vsi - 20xPOA,AVPE,1077.8181,0.2742,0.0175,0.2304,1.4417,,1286.9556,11,11,596837
H319-3.vsi - 20xPOA,OVLT,104.6836,0.2726,0.0111,0.2387,1.0418,,137.6618,1,1,74635.7
H319-3.vsi - 20xPOA,dMPO,397.6097,0.2795,0.0978,0.2406,7.2196,,643.2431,7,7,491191.3
H319-3.vsi - 20xPOA,vMPO,216.878,0.2852,0.0121,0.2427,2.0162,,741.2376,2,2,491191.3
H319-3.vsi - 20xPOA,dMPO,1079.2264,0.2833,0.0142,0.2345,0.9468,,1364.0603,12,12,491191.3
H319-3.vsi - 20xPOA,dMPO,248.33,0.2819,0.0103,0.2468,0.6088,,233.7785,6,6,491191.3
H319-3.vsi - 20xPOA,vMPO,533.7453,0.2952,0.0157,0.2284,0.7813,,1318.9945,5,5,491191.3
H319-3.vsi - 20xPOA,vMPO,294.8039,0.2881,0.0113,0.2406,0.758,,207.7249,4,4,491191.3
H319-3.vsi - 20xPOA,AVPE,2233.562,0.2801,0.0152,0.2365,0.8847,,2498.3323,33,33,732114.6
H319-3.vsi - 20xPOA,LSVx05,4463.8384,0.2848,0.0571,0.2427,1.677,,4460.1006,25,25,199589.9
H319-3.vsi - 20xPOA,LSVx05,2065.9746,0.2816,0.029,0.2427,1.2242,,2215.9673,15,15,199589.9
H319-3.vsi - 20xPOA,BNSTx05,54.9237,0.2759,0.0074,0.2468,0.4642,,55.7454,1,1,141360.3
H319-3.vsi - 20xPOA,BNSTx05,281.6598,0.2813,0.0118,0.2365,0.6387,,330.8342,3,3,141360.3
SH4-1.vsi - 20xPOA,AVPE,1686.2032,0.2811,0.0247,0.2003,1.2957,,4702.5635,31,31,668713.6
SH4-1.vsi - 20xPOA,MnPO,418.7342,0.2872,0.0223,0.2123,1.0045,,1712.4983,7,7,363361.9
SH4-1.vsi - 20xPOA,dMPO,283.0681,0.2864,0.0208,0.2345,0.8395,,1937.827,6,6,514716.9
SH4-1.vsi - 20xPOA,vMPO,1103.1675,0.2858,0.0225,0.2063,0.8747,,3070.2212,5,5,514716.9
SH4-1.vsi - 20xPOA,cg,168.5264,0.2728,0.0132,0.2123,1.5267,,1341.2927,1,1,506315.5
SH4-1.vsi - 20xPOA,BNST,1070.3073,0.2791,0.0325,0.2305,1.6614,,2196.1335,14,14,237433.6
SH4-1.vsi - 20xPOA,LSV,506.5182,0.2743,0.0176,0.2183,0.8965,,2206.5784,10,10,593121.1
SH4-1.vsi - 20xPOA,cg,112.6639,0.282,0.0168,0.2244,0.6973,,1490.3383,3,3,506315.5
SH4-1.vsi - 20xPOA,dMPO,347.3804,0.2994,0.026,0.2406,0.8763,,6281.625,8,8,514716.9
SH4-1.vsi - 20xPOA,BSNT,8706.5732,0.3006,0.074,0.2365,2.5216,,15944.3545,65,65,376132.7
SH4-1.vsi - 20xPOA,LSV,594.7716,0.2822,0.02,0.2304,1.0317,,1975.2644,11,11,572465.1
SH4-1.vsi - 20xPOA,OVLT,470.3719,0.2811,0.0339,0.2345,1.2746,,1125.5874,7,7,80450
SH4-1.vsi - 20xPOA,MnPO,597.1188,0.3054,0.0294,0.2427,1.1994,,4768.6367,11,11,283321
SH4-1.vsi - 20xPOA,vMPO,455.8194,0.3008,0.0253,0.2284,0.8458,,7799.8945,5,5,514716.9
SH4-1.vsi - 20xPOA,AVPE,2571.554,0.3013,0.035,0.2366,1.6779,,11658.1797,28,28,743056.8
SH4-1.vsi - 20xPOA,cp,5569.353,0.3039,0.0569,0.2284,1.2504,,15609.1777,78,78,264053.9
SH4-1.vsi - 20xPOA,cp,17702.3184,0.311,0.0656,0.2304,1.8293,,35968.8008,170,170,344701.3
SH4-1.vsi - 20xPOA,cp,4437.0806,0.2975,0.049,0.2243,2.0807,,12428.0527,74,74,264796.7
SH4-1.vsi - 20xPOA,LSV,1469.7947,0.2713,0.0282,0.2304,2.4883,,2566.9871,13,13,691661.3
SH4-1.vsi - 20xPOA,BNST,5692.3442,0.2935,0.0986,0.2345,4.5312,,9618.7197,54,54,243150
SH4-1.vsi - 20xPOA,MnPO,277.9043,0.2809,0.0185,0.2325,0.8034,,1922.8052,8,8,301776.7
SH4-1.vsi - 20xPOA,cg,775.5033,0.2907,0.0228,0.2264,0.9059,,6236.6768,19,19,506315.5
SH4-1.vsi - 20xPOA,dMPO,487.2714,0.2817,0.0201,0.2244,1.2184,,3259.9902,7,7,514716.9
SH4-1.vsi - 20xPOA,vMPO,221.5724,0.2852,0.0191,0.2304,0.8515,,4151.4473,1,1,514716.9
SH4-1.vsi - 20xPOA,OVLT,522.9484,0.281,0.0923,0.2043,3.4592,,781.9611,5,5,32779
SH4-1.vsi - 20xPOA,AVPE,554.4003,0.276,0.0179,0.2304,1.0263,,2506.4299,13,13,597578.8
SH4-1.vsi - 20xPOA,OVLT,19.7162,0.27,0.0127,0.2264,0.4587,,112.547,1,1,28012.6
SH6-2.vsi - 20xPOA,OVLT,3556.8938,0.2743,0.0387,0.2284,1.1111,,,26,26,98591.2
SH6-2.vsi - 20xPOA,AVPE,3384.6118,0.2763,0.0207,0.2103,1.0496,,,50,50,713725.3
SH6-2.vsi - 20xPOA,MnPO,791.9334,0.2718,0.0188,0.2223,1.6185,,,16,16,305898.1
SH6-2.vsi - 20xPOA,dMPO,1283.8992,0.2761,0.0226,0.2284,2.8773,,,17,17,494255.5
SH6-2.vsi - 20xPOA,vMPO,3003.4321,0.2907,0.024,0.2284,0.9859,,,32,32,494255.5
SH6-2.vsi - 20xPOA,BNST,228.6139,0.2576,0.01,0.2224,0.6239,,,4,4,217493.5
SH6-2.vsi - 20xPOA,LSV,1365.1111,0.2574,0.014,0.2183,1.0617,,,20,20,482947.3
SH6-2.vsi - 20xPOA,cg,1224.7506,0.2575,0.0103,0.2223,0.6111,,,18,18,510558.7
SH6-2.vsi - 20xPOA,OVLT,5540.248,0.2803,0.065,0.2203,2.0401,,,37,37,93941.9
SH6-2.vsi - 20xPOA,AVPE,2927.8535,0.259,0.0157,0.2183,1.0108,,,48,48,696745.6
SH6-2.vsi - 20xPOA,MnPO,218.7558,0.2612,0.0126,0.2183,0.7752,,,6,6,330230
SH6-2.vsi - 20xPOA,BNST,117.3582,0.2557,0.0114,0.2243,0.7482,,,2,2,203670.4
SH6-2.vsi - 20xPOA,LSV,2410.5383,0.2603,0.0217,0.2243,1.2388,,,24,24,349597.4
SH6-2.vsi - 20xPOA,dMPO,608.3851,0.2604,0.0121,0.2183,0.7995,,,7,7,510713.1
SH6-2.vsi - 20xPOA,vMPO,1333.6591,0.2667,0.0187,0.2243,1.41,,,16,16,510713.1
SH6-2.vsi - 20xPOA,cg,438.4504,0.2631,0.0124,0.2243,0.6613,,,5,5,493934.4
SH6-2.vsi - 20xPOA,OVLT,1388.5828,0.2756,0.0425,0.2304,1.2842,,,14,14,31685.6
SH6-2.vsi - 20xPOA,AVPE,1867.8738,0.2634,0.0177,0.2203,1.7173,,,28,28,748567.4
SH6-2.vsi - 20xPOA,MnPO,2214.7849,0.2741,0.0446,0.2284,4.5384,,,14,14,310718.1
SH6-2.vsi - 20xPOA,dMPO,298.0899,0.2682,0.0152,0.2284,0.6516,,,7,7,411358.9
SH6-2.vsi - 20xPOA,vMPO,1760.3737,0.2825,0.0217,0.2243,0.8722,,,23,23,411358.9
SH6-2.vsi - 20xPOA,BNST,345.5027,0.2613,0.0181,0.2224,1.2195,,,2,2,216188.4
SH6-2.vsi - 20xPOA,LSV,3766.7302,0.268,0.0268,0.2003,1.3686,,,46,46,431754
SH6-2.vsi - 20xPOA,cg,1403.6046,0.2584,0.0115,0.2223,1.0531,,,19,19,598792.8
SH14-1.vsi - 20xPOA,OVLT,546.42,0.2706,0.0385,0.2284,1.1168,,627.0476,8,8,41946.6
SH14-1.vsi - 20xPOA,AVPV,1278.266,0.2686,0.0189,0.2284,1.8244,,1647.4816,24,24,588673.3
SH14-1.vsi - 20xPOA,MnPO,256.3104,0.2699,0.0163,0.2284,1.0358,,630.9204,5,5,294721
SH14-1.vsi - 20xPOA,dMPO,86.3757,0.2677,0.0127,0.2284,0.5992,,369.5626,2,2,490643.2
SH14-1.vsi - 20xPOA,vMPO,270.8628,0.2783,0.0165,0.2345,0.7177,,700.3968,3,3,490643.2
SH14-1.vsi - 20xPOA,BNST,75.1093,0.2593,0.0102,0.2284,1.3393,,142.004,1,1,224469
SH14-1.vsi - 20xPOA,LSV,684.4333,0.2594,0.0142,0.2223,1.2605,,859.5352,16,16,459963.9
SH14-1.vsi - 20xPOA,cg,232.8388,0.2619,0.0111,0.2223,1.7462,,455.7039,6,6,512882.3
SH14-1.vsi - 20xPOA,cg,1664.1399,0.281,0.0283,0.2284,1.2221,,4599.9922,23,23,486347.8
SH14-1.vsi - 20xPOA,OVLT,8143.7231,0.3244,0.0959,0.2365,1.5986,,8746.7451,29,29,61502.7
SH14-1.vsi - 20xPOA,AVPE,6803.9614,0.2889,0.0375,0.2284,1.7652,,12619.2305,82,82,722375.5
SH14-1.vsi - 20xPOA,MnPO,749.6844,0.2722,0.0194,0.2264,1.1246,,1165.9587,13,13,283974.9
SH14-1.vsi - 20xPOA,dMPO,291.5179,0.2765,0.018,0.2264,0.677,,1603.12,1,1,504166.7
SH14-1.vsi - 20xPOA,vMPO,1831.2581,0.2891,0.0266,0.2345,0.7944,,6726.5317,24,24,504166.7
SH14-1.vsi - 20xPOA,BNST,182.14,0.2625,0.0126,0.2284,0.9025,,232.957,2,2,210079.2
SH14-1.vsi - 20xPOA,LSV,959.9904,0.2611,0.0168,0.2223,1.3211,,1097.7734,9,9,461351.2
SH14-1.vsi - 20xPOA,OVLT,2423.2131,0.2893,0.1407,0.2284,5.8772,,2833.3914,20,20,53454.6
SH14-1.vsi - 20xPOA,AVPE,1816.7057,0.2688,0.0198,0.2223,1.3594,,2662.9866,35,35,689513.8
SH14-1.vsi - 20xPOA,MnPO,338.9306,0.2659,0.0137,0.2264,0.7159,,532.1044,10,10,303861.9
SH14-1.vsi - 20xPOA,dMPO,252.5549,0.2734,0.0169,0.2284,0.769,,1494.6805,1,1,495538.2
SH14-1.vsi - 20xPOA,vMPO,3070.561,0.2916,0.0311,0.2284,1.3069,,10687.3887,37,37,495538.2
SH14-1.vsi - 20xPOA,BNST,5348.25,0.2785,0.0789,0.2264,4.3789,,6066.9761,40,40,195115.8
SH14-1.vsi - 20xPOA,LSV,504.6404,0.2618,0.0111,0.2243,1.1549,,702.744,13,13,449189.9
SH14-1.vsi - 20xPOA,cp,56462.4609,0.4936,0.2112,0.2365,3.0607,,55548.4609,7,7,81515.4
SH14-1.vsi - 20xPOA,cg,58.2097,0.2615,0.0088,0.2102,0.993,,180.1456,1,1,514988
SH14-1.vsi - 20xPOA,cp,26487.7559,0.5687,0.2651,0.2325,4.5964,,26815.6445,3,3,35952.9
SH19-61.vsi - 20xPOA,OVLT,11160.7695,0.3152,0.1411,0.2304,3.7883,,8936.5137,22,22,65118.4
SH19-61.vsi - 20xPOA,AVPE,3414.186,0.2679,0.0144,0.2284,0.9103,,2479.4375,55,55,758551.4
SH19-61.vsi - 20xPOA,MnPO,1850.5048,0.2666,0.0135,0.2183,0.5838,,1348.4515,33,33,345227.3
SH19-61.vsi - 20xPOA,dMPO,1516.2686,0.2683,0.0166,0.2284,1.7285,,1395.6298,20,20,506611.4
SH19-61.vsi - 20xPOA,vMPO,1321.9232,0.2745,0.0142,0.2243,0.5705,,1505.2428,16,16,506611.4
